Author;Article;Kind;Person;Country_of_author;Period_of_author;Сountry_of_person;Period_of_person;Extra_persons;Text;Name;City;Type;Issue;Year;Pages;Peculiarity;Theme;ID
Г.А.;«Пушкин и пушкинисты»;Рецензия на статью;Дерман А.;Русская литература;Советская литература;Русская литература;Советская литература;Лернер Н.О., Гершензон М.О.;;Последние новости;Париж;Газета;№5201;20.06.1935;3;Чердак;;
Словцов Р.;История драм Лермонтова;Рецензия на издание;Академия;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Лермонтов М.Ю.;М.Ю. Лермонтов. Полное собрание сочинений. Том IV-ый. Драмы и трагедии;Последние новости;Париж;Газета;№5201;20.06.1935;3;Подвал;;
Вейдле В.;Французская академия;Юбилейная статья;;Французская литература;Общее;;;;;Последние новости;Париж;Газета;№5204;23.06.1935;3;Подвал;;
Георгий Адамович;Еще о «здесь» и «там»;Обзорная статья;;Русская литература;Советская литература;;;;;Последние новости;Париж;Газета;№5208;27.06.1935;3;Подвал;;
Р.;Из новой книги д-Аннунцио;Рецензия на публикацию;Коклес А.;Итальянская литература;XXв.;Итальянская литература;XXв.;Аннунцио Г. де;Сто, и сто, и сто, и еще сто страниц из тайной книги Габриеля д-Аннунцио, искушаемого смертью;Последние новости;Париж;Газета;№5208;27.06.1935;3;Чердак;;
А. Л.;Харбинские поэты;Рецензия на издание;;Русская литература;Эмигрантская литература;;;;Излучины;Последние новости;Париж;Газета;№5208;27.06.1935;3;Чердак;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Сирин В. (Набоков В.В.);Русская литература;Эмигрантская литература;;;;Приглашение на казнь;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Газданов Г.И.;Русская литература;Эмигрантская литература;;;;История одного путешествия;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Берберова Н.Н.;Русская литература;Эмигрантская литература;;;;Аккомпаниаторша;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Осоргин М.А.;Русская литература;Эмигрантская литература;;;;Вольный каменщик;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Штейгер А.С.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Цветаева М.И.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Поплавский Б.Ю.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Георгий Адамович;«Современные записки» №58;Рецензия на художественную книгу;Кнут Д.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5215;04.07.1935;2;Подвал;;
Г.А.;«Любовь к шестерым»;Рецензия на художественную книгу;Бакунина Е.В.;Русская литература;Эмигрантская литература;;;;Любовь к шестерым;Последние новости;Париж;Газета;№5215;04.07.1935;3;Чердак;;
Вейдле В.;Валери Ларбо;Персональная статья;Ларбо В.;Французская литература;XXв.;;;;;Последние новости;Париж;Газета;№5215;04.07.1935;3;Подвал;;
Словцов Р.;Последние дневники Л.Н. Толстого;Рецензия на публикацию;Чертков В.Г., ГИХЛ;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Толстой Л.Н.;Л.Н. Толстой. Полное собрание сочинений. Том 58;Последние новости;Париж;Газета;№5220;09.07.1935;4;Подвал;;
Вейдле В.;Новая книга Томаса Манна;Рецензия на художественную книгу;Манн Т.;Немецкая литература;XXв.;;;;Leiden und Groesse der Meister;Последние новости;Париж;Газета;№5222;11.07.1935;3;Чердак;;
Мих. Ос.;«Любовь вторая»;Рецензия на художественную книгу;Яновский В.С.;Русская литература;Эмигрантская литература;;;;Любовь вторая;Последние новости;Париж;Газета;№5222;11.07.1935;3;Чердак;;
Георгий Адамович;«Три русских романиста»;Рецензия на издание;Ледре Ш.;Французская литература;XXв.;Русская литература;Эмигрантская литература;Бунин И.А., Куприн, Алданов;Trois romanciers russes;Последние новости;Париж;Газета;№5222;11.07.1935;3;Подвал;;
А. Д.;На экране памяти;Рецензия на художественную книгу;Элленс Ф.;Бельгийская литература;XXв.;;;;Frederic;Последние новости;Париж;Газета;№5229;18.07.1935;3;Чердак;;
Мих. Ос.;Австралийка;Рецензия на художественную книгу;Эргац И.М.;Французская литература;XXв.;;;;L’Australienne;Последние новости;Париж;Газета;№5229;18.07.1935;3;Чердак;;
А. Д.;«Под-Достоевский»;Рецензия на художественную книгу;Шателион Г.;Бельгийская литература;XXв.;;;;Sous-Dostoievski;Последние новости;Париж;Газета;№5236;25.07.1935;3;Чердак;;
Мих. Ос.;Вольная печать;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;2/2 XIXв.;;Десятилетие Вольной русской типографии;Последние новости;Париж;Газета;№5236;25.07.1935;3;Чердак;;
Словцов Р.;Как писалось «Воскресение»;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Толстой Л.Н.;Л.Н. Толстой. Полное собрание сочинений;Последние новости;Париж;Газета;№5243;01.08.1935;3;Подвал;;
Мих. Ос.;Гулящие люди;Рецензия на художественную книгу;Чапыгин А.П.;Русская литература;Советская литература;;;;Гулящие люди;Последние новости;Париж;Газета;№5243;01.08.1935;3;Чердак;;
Д. Лейс;Кардуччи;Юбилейная статья;Кардуччи Д.;Итальянская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5243;01.08.1935;3;Чердак;;
Вейдле В.;Рисунки поэтов;Обзорная статья;;Общее;Общее;;;;;Последние новости;Париж;Газета;№5244;02.08.1935;2;Подвал;;
Сазонова Ю.;Жан Кокто;Рецензия на художественную книгу;Кокто Ж.;Французская литература;XXв.;;;;Portraits-souvenirs;Последние новости;Париж;Газета;№5245;03.08.1935;4;Подвал;;
М. Бенедиктов;Виктор Гюго — журналист;Персональная статья;Гюго В.;Французская литература;1/2 XIXв.;;;;;Последние новости;Париж;Газета;№5250;08.08.1935;2;Подвал;;
Мих. Ос.;Слово о полку;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;Древнерусская;;Слово о полку Игореве;Последние новости;Париж;Газета;№5250;08.08.1935;3;Чердак;;
Вейдле В.;А.Е.;Некролог;Рессель Д.У.;Английская литература;XXв.;;;;;Последние новости;Париж;Газета;№5250;08.08.1935;3;Чердак;;
А. М-чъ;Поль Моран — о журнализме;Персональная статья;Моран П.;Французская литература;XXв.;;;;;Последние новости;Париж;Газета;№5250;08.08.1935;3;Чердак;;
Словцов Р.;Передовая женщина;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Цебрикова М.К.;«Звезда». №6;Последние новости;Париж;Газета;№5250;08.08.1935;3;Подвал;;
Сазонова Ю.;Театр Поля Клоделя;Рецензия на художественную книгу;Клодель П.;Французская литература;XXв.;;;;Le livre de Christophe Colomb;Последние новости;Париж;Газета;№5252;10.08.1935;3;Подвал;;
Георгий Адамович;Литературные заметки;Рецензия на художественную книгу;Марвич С.;Русская литература;Советская литература;;;;Семья;Последние новости;Париж;Газета;№5257;15.08.1935;3;Подвал;;
А. Д.;«Последняя ставка»;Рецензия на художественную книгу;Карко Ф.;Французская литература;XXв.;;;;La dernière chance;Последние новости;Париж;Газета;№5257;15.08.1935;3;Чердак;;
Сазонова Ю.;Волшебства Тибета;Рецензия на художественную книгу;Девид-Неель А.;Французская литература;XXв.;;;;Le Lama aux Cinq Sagesses, roman tibétain;Последние новости;Париж;Газета;№5259;17.08.1935;4;Подвал;;
С.;Бег «Конька-Горбунка»;Рецензия на публикацию;Академия;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Ершов П.;П. Ершов. Конек-горбунок;Последние новости;Париж;Газета;№5264;22.08.1935;3;Чердак;;
Б/а;Шекспировская опасность;Персональная статья;;Русская литература;Советская литература;Английская литература;XVIIIв.;Шекспир У.;;Последние новости;Париж;Газета;№5264;22.08.1935;3;Чердак;;
А. Д.;Незлобивые заметки;Рецензия на художественную книгу;Бедель М.;Французская литература;XXв.;;;;Mémoires sans malices;Последние новости;Париж;Газета;№5264;22.08.1935;3;Чердак;;
Георгий Адамович;На полях «Анны Карениной»;Рецензия на художественную книгу;Толстой Л.Н.;Русская литература;2/2 XIXв.;;;;Анна Каренина;Последние новости;Париж;Газета;№5264;22.08.1935;3;Подвал;;
Георгий Адамович;Русский дом;Рецензия на художественную книгу;Зайцев Б.К.;Русская литература;Эмигрантская литература;;;;Дом в Пасси;Последние новости;Париж;Газета;№5271;29.08.1935;3;Подвал;;
Вейдле В.;Возрождение афоризма;Обзорная статья;;Общее;Общее;;;;;Последние новости;Париж;Газета;№5271;29.08.1935;3;Чердак;;
Г.А.;За что чествовать Пушкина? ;Обзорная статья;;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Пушкин А.С.;;Последние новости;Париж;Газета;№5271;29.08.1935;3;Чердак;;
Словцов Р.;Работа Достоевского над «Бесами»;Рецензия на публикацию;Академия;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Достоевский Ф.М.;Записные тетради Ф.М. Достоевского;Последние новости;Париж;Газета;№5271;29.08.1935;4;Подвал;;
Н. К—гъ;Роман о Китайском крестьянине;Рецензия на художественную книгу; Бак П.;Американская литература;XXв.;;;;Земля;Последние новости;Париж;Газета;№5271;29.08.1935;5;Подвал;;
М—ъ;Анри Барбюс;Некролог;Барбюс А.;Французская литература;XXв.;;;;;Последние новости;Париж;Газета;№5272;30.08.1935;4;Чердак;;
Георгий Адамович;Литературные заметки;Некролог;Кельчевский Е.А.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5278;05.09.1935;3;Подвал;;
Георгий Адамович;Литературные заметки;Рецензия на художественную книгу;Максимов С.В.;Русская литература;Эмигрантская литература;;;;В красном стане;Последние новости;Париж;Газета;№5278;05.09.1935;3;Подвал;;
Георгий Адамович;Литературные заметки;Рецензия на художественную книгу;Резников Н.;Русская литература;Эмигрантская литература;;;;Измена;Последние новости;Париж;Газета;№5278;05.09.1935;3;Подвал;;
Вейдле В.;Лессинг и Германия;Персональная статья;Лессинг Г.Э.;Немецкая литература;XVIIIв.;;;;;Последние новости;Париж;Газета;№5278;05.09.1935;3;Чердак;;
Георгий Адамович;За что чествовать Пушкина? ;Обзорная статья;;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Пушкин А.С.;;Последние новости;Париж;Газета;№5285;12.09.1935;3;Подвал;;
А.Л.;Стихи из Шанхая;Рецензия на художественную книгу;Светлов Н.;Русская литература;Эмигрантская литература;;;;Сторукая. Сборник стихотворений;Последние новости;Париж;Газета;№5285;12.09.1935;3;Чердак;;
Н. К—гъ;Кули кайзера;Рецензия на художественную книгу;Пливье Т.;Немецкая литература;XXв.;;;;Des Kaisers Kulis;Последние новости;Париж;Газета;№5285;12.09.1935;3;Чердак;;
В. Лейс;Франко-английское;Рецензия на исследование;Грин;;XXв.;;;;Minuet;Последние новости;Париж;Газета;№5285;12.09.1935;3;Чердак;;
Георгий Адамович;«Исполнение желаний»;Рецензия на художественную книгу;Каверин В.А.;Русская литература;Советская литература;;;;Исполнение желаний;Последние новости;Париж;Газета;№5292;19.09.1935;3;Подвал;;
Д. Лейс;Эрнст Роберт Курциус;Персональная статья;Курциус Э.Р.;Немецкая литература;XXв.;;;;;Последние новости;Париж;Газета;№5292;19.09.1935;3;Чердак;;
Б/а;Поэт и критика;Рецензия на художественную книгу;Жамс Ф.;Французская литература;XXв.;;;;De tout temps à jamais;Последние новости;Париж;Газета;№5292;19.09.1935;3;Чердак;;
Мих. Ос.;Библиографическая сенсация;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Крылов И.А.;;Последние новости;Париж;Газета;№5292;19.09.1935;3;Чердак;;
А. Д.;Франк Гаррис;Рецензия на художественную книгу;Харрис Ф.;Ирландская литература;XXв.;;;;Ma vie et mes amours;Последние новости;Париж;Газета;№5292;19.09.1935;3;Чердак;;
Д. Лейс;Английская литература в России;Обзорная статья;;Русская литература;Общее;Английская литература;Общее;;;Последние новости;Париж;Газета;№5299;26.09.1935;3;Чердак;;
А. Вельмин;Протест польского ПЭН-клуба;Рецензия на статью;;Польская литература;XXв.;Русская литература;Советская литература;;Литературные известия;Последние новости;Париж;Газета;№5299;26.09.1935;3;Чердак;;
Георгий Адамович;Послесловие к «конгрессу»;Обзорная статья;;Французская литература;XXв.;;;;;Последние новости;Париж;Газета;№5299;26.09.1935;3;Подвал;;
Вейдле В.;Европейская литература;Обзорная статья;;Общее;Общее;;;;;Последние новости;Париж;Газета;№5299;26.09.1935;4;Подвал;;
Словцов Р.;«Небеглый царь»;Рецензия на публикацию;Художественная литература;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Короленко В.Г.;В.Г. Короленко. Записные книжки (1880—1900);Последние новости;Париж;Газета;№5304;01.10.1935;4;Подвал;;
Словцов Р.;Записные книжки В.Г. Короленко;Рецензия на публикацию;Художественная литература;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Короленко В.Г.;В.Г. Короленко. Записные книжки (1880—1900);Последние новости;Париж;Газета;№5306;03.10.1935;2;Подвал;;
М. Каллаш;Памяти Е.М. Лопатиной;Некролог;Лопатина Е.М.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5306;03.10.1935;3;Чердак;;
Мих. Ос.;Четырнадцатая трубка Эренбурга;Персональная статья;Эренбург И.;Русская литература;Советская литература;;;;;Последние новости;Париж;Газета;№5306;03.10.1935;3;Чердак;;
Георгий Адамович;Послесловие к «конгрессу»;Обзорная статья;;Французская литература;XXв.;;;;;Последние новости;Париж;Газета;№5306;03.10.1935;3;Подвал;;
Георгий Адамович;«Vive, l’impereur!»;Рецензия на художественную книгу;Большаков К.;Русская литература;Советская литература;;;;Маршал 105 дня;Последние новости;Париж;Газета;№5313;10.10.1935;2;Подвал;;
Вейдле В.;Конгресс литературоведов;Обзорная статья;;Общее;XXв.;;;;;Последние новости;Париж;Газета;№5313;10.10.1935;3;Чердак;;
Мих. Ос.;«Феникс»;Рецензия на издание;;Русская литература;Эмигрантская литература;;;;Феникс;Последние новости;Париж;Газета;№5313;10.10.1935;3;Чердак;;
Г.А.;Потаенный альбом 20-х—40-х г.г.;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;1/2 XIXв.;;;Последние новости;Париж;Газета;№5313;10.10.1935;3;Чердак;;
Вейдле В.;Еще о европейской литературе;Обзорная статья;;Общее;Общее;;;;;Последние новости;Париж;Газета;№5314;11.10.1935;5;Подвал;;
Ант. Ладинский;Памяти Бор.Поплавского;Некролог;Поплавский Б.Ю.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5316;13.10.1935;4;Чердак;;
Словцов Р.;Новый том «Звеньев»;Рецензия на публикацию;Академия;Русская литература;Советская литература;Русская литература;Общее;;Звенья. Сборники материалов и документов по истории литературы, искусства и общественной мысли XIX века;Последние новости;Париж;Газета;№5318;15.10.1935;4;Подвал;;
Словцов Р.;Отцы и дети;Рецензия на публикацию;Академия;Русская литература;Советская литература;Русская литература;2/2 XIXв.;;Звенья. Сборники материалов и документов по истории литературы, искусства и общественной мысли XIX века;Последние новости;Париж;Газета;№5320;17.10.1935;3;Подвал;;
Мих. Ос.;Статьи Блока;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;Начало XXв.;;;Последние новости;Париж;Газета;№5320;17.10.1935;3;Чердак;;
Г.А.;Советские читатели;Рецензия на издание;;Русская литература;Советская литература;;;;Новый мир;Последние новости;Париж;Газета;№5320;17.10.1935;3;Чердак;;
—чъ;Епископ, каторжник и цареубиеца;Рецензия на художественную книгу;Гюго В.;Французская литература;1/2 XIXв.;;;;Отверженные;Последние новости;Париж;Газета;№5320;17.10.1935;3;Чердак;;
Георгий Адамович;Памяти Поплавского;Некролог;Поплавский Б.Ю.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5320;17.10.1935;2;Подвал;;
Георгий Адамович;Любовь и жизнь;Рецензия на художественную книгу;Гроссман В.;Русская литература;Советская литература;;;;Муж и жена;Последние новости;Париж;Газета;№5327;24.10.1935;2;Подвал;;
Георгий Адамович;Любовь и жизнь;Рецензия на художественную книгу;Черный Ос.;Русская литература;Советская литература;;;;Анна;Последние новости;Париж;Газета;№5327;24.10.1935;2;Подвал;;
Георгий Адамович;Любовь и жизнь;Рецензия на художественную книгу;Шереметьева Е.;Русская литература;Советская литература;;;;Ветер стихает;Последние новости;Париж;Газета;№5327;24.10.1935;2;Подвал;;
А.;100-летие Е.И. Новиковой-Зариной;Юбилейная статья;Новикова-Зарина Е.И.;Русская литература;Советская литература;;;;;Последние новости;Париж;Газета;№5327;24.10.1935;3;Чердак;;
А.;Брюсов о Некрасове;Рецензия на статью;Брюсов В.Я.;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Некрасов Н.А.;;Последние новости;Париж;Газета;№5327;24.10.1935;3;Чердак;;
Вейдле В.;Новая книга Анри де Монтерлана;Рецензия на художественную книгу;Монтерлан А. де;Французская литература;XXв.;;;;Servico Inutille;Последние новости;Париж;Газета;№5327;24.10.1935;3;Чердак;;
Словцов Р.;Судьба книги Радищева;Рецензия на публикацию;Академия;Русская литература;Советская литература;Русская литература;XVIIIв.;Радищев А.Н.;А.Н. Радищев. «Путешествие из Петербурга в Москву»;Последние новости;Париж;Газета;№5327;24.10.1935;3;Подвал;;
Словцов Р.;Гаршин и Глеб Успенский;Рецензия на художественную книгу;Дурылин С.;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Гаршин В.М., Успенский Г.;С.Н. Дурылин. Вс. М. Гаршин;Последние новости;Париж;Газета;№5332;29.10.1935;4;Подвал;;
Словцов Р.;Новый том «Литературного наследства»;Рецензия на издание;;Русская литература;Советская литература;;;;«Литературное наследство». Выпуск 19-21;Последние новости;Париж;Газета;№5334;31.10.1935;3;Подвал;;
Н. К—гъ;Рассказы М. Пришвина;Рецензия на художественную книгу;Пришвин М.М.;Русская литература;Советская литература;;;;Рассказы охотника;Последние новости;Париж;Газета;№5334;31.10.1935;3;Чердак;;
Мих. Ос.;Повесть из жизни Полежаева;Рецензия на художественную книгу;Рудерман М.;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Полежаев А.И.;Штрафная жизнь;Последние новости;Париж;Газета;№5334;31.10.1935;3;Чердак;;
С.;Незаконченные исторические романы Толтого;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Толстой Л.Н.;Л.Н. Толстой. Полное собрание сочинений;Последние новости;Париж;Газета;№5334;31.10.1935;3;Чердак;;
Словцов Р.;Тютчев—дипломат;Рецензия на статью;Пигарев К.;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Тютчев Ф.И.;Ф.И. Тютчев и проблемы внешней политики в царской России;Последние новости;Париж;Газета;№5339;05.11.1935;4;Подвал;;
Георгий Адамович;Анкета о Пушкине;Обзорная статья;;Русская литература;Советская литература;Русская литература;1/2 XIXв.;Пушкин А.С.;Лит.современник;Последние новости;Париж;Газета;№5341;07.11.1935;2;Подвал;;
Вейдле В.;Дневник Ренара;Рецензия на публикацию;;Французская литература;XXв.;Французская литература;XXв.;Ренар Ж.;;Последние новости;Париж;Газета;№5341;07.11.1935;3;Чердак;;
И.Д.;Из прошлого эмиграции;Рецензия на художественную книгу;Кнорринг Н.Н.;Русская литература;Эмигрантская литература;;;;Сфаят;Последние новости;Париж;Газета;№5341;07.11.1935;3;Чердак;;
Георгий Адамович;Суд времени ;Обзорная статья;;Русская литература;Начало XXв.;;;;;Последние новости;Париж;Газета;№5348;14.11.1935;2;Подвал;;
Мих. Осоргин;Годовщина рождения М. Башкирцевой;Юбилейная статья;Башкирцева М.;Русская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5348;14.11.1935;3;Чердак;;
С.;100-летие автора «Лекока»;Юбилейная статья;Габорио Э.;Французская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5348;14.11.1935;3;Чердак;;
А. Цингер;Ненаписанный рассказ Толстого;Юбилейная статья;Толстой Л.Н.;Русская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5355;21.11.1935;2;Чердак;;
А. Изюмов;Два письма Толстого;Юбилейная статья;Толстой Л.Н.;Русская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5355;21.11.1935;2—3;Чердак;;
М. Алданов;В Ясной поляне;Юбилейная статья;Толстой Л.Н.;Русская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5355;21.11.1935;2;Подвал;;
Георгий Адамович;О «Воскресении»;Рецензия на художественную книгу;Толстой Л.Н.;Русская литература;2/2 XIXв.;;;;Воскресение;Последние новости;Париж;Газета;№5355;21.11.1935;3;Подвал;;
Словцов Р.;Мицкевич, Товянский и французская полиция;Рецензия на исследование;Краковски Э.;;XXв.;Польская литература;1/2 XIXв.;Мицкевич А.;Adam Mickiewicz philosophe mystique;Последние новости;Париж;Газета;№5356;22.11.1935;3;Подвал;;
Н. Кнорринг;О Марии Башкирцевой;Юбилейная статья;Башкирцева М.;Русская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5357;23.11.1935;4;Подвал;;
М. Бенедиктов;Лорд Карсон и Оскар Уайльд;Персональная статья;Уайльд О.;Ирландская литература;2/2 XIXв.;;;;;Последние новости;Париж;Газета;№5360;26.11.1935;3;Подвал;;
Словцов Р.;Сокровища под спудом;Рецензия на публикацию;;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Тургенев И.С.;«Бюллетень государственного Литературного Музея». №1. И.С. Тургенев;Последние новости;Париж;Газета;№5362;28.11.1935;2;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Сирин В. (Набоков В.В.);Русская литература;Эмигрантская литература;;;;Приглашение на казнь;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Газданов Г.И.;Русская литература;Эмигрантская литература;;;;История одного путешествия;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Темирязев Б. (Анненков Ю.П.);Русская литература;Эмигрантская литература;;;;Тяжесть;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Зайцев Б.К.;Русская литература;Эмигрантская литература;;;;Жизнь с Гоголем;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Оцуп Н.А.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Цветаева М.И.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Георгий Адамович;«Современные записки». № 59;Рецензия на художественную книгу;Ладинский А.П.;Русская литература;Эмигрантская литература;;;;Стихи;Последние новости;Париж;Газета;№5362;28.11.1935;3;Подвал;;
Вл. З—ъ;И.С. Шмелев;Юбилейная статья;Шмелев И.С.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5362;28.11.1935;3;Чердак;;
Сазонова Ю.;Подвиг молодежи;Обзорная статья;;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5366;02.12.1935;3;Подвал;;
Г.А.;«Молодец-баба»;Рецензия на публикацию;;Русская литература;Советская литература;;;;;Последние новости;Париж;Газета;№5369;05.12.1935;3;Чердак;;
С.;Неизвестный баснописец;Рецензия на публикацию;Сов.писатель;Русская литература;Советская литература;Русская литература;2/2 XIXв.;А.Н.;А.Н. Избранные басни;Последние новости;Париж;Газета;№5369;05.12.1935;3;Чердак;;
Мих. Ос.;Пророчества Толстого;Рецензия на публикацию;Иоффе З.;Русская литература;Эмигрантская литература;Русская литература;2/2 XIXв.;Толстой Л.Н.;Пророчества Л.Н. Толстого;Последние новости;Париж;Газета;№5369;05.12.1935;3;Чердак;;
Вейдле В.;Японская поэзия;Рецензия на издание;Бонно Ж.;Французская литература;XXв.;Японская литература;Общее;;Anthologie de la poésie japonaise;Последние новости;Париж;Газета;№5369;05.12.1935;3;Чердак;;
Вейдле В.;Японская поэзия;Рецензия на издание;Фиуме Л., Матсуо К.;Итальянская литература;XXв.;Японская литература;Общее;;Poeti giapponesi;Последние новости;Париж;Газета;№5369;05.12.1935;3;Чердак;;
Георгий Адамович;Мережковский;Персональная статья;Мережковский Д.С.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5369;05.12.1935;3;Подвал;;
Сазонова Ю.;Идеал полковника Бремля;Рецензия на статью;Моруа А.;Французская литература;XXв.;Английская литература;Общее;;Magiciens r]et Logiciens;Последние новости;Париж;Газета;№5371;07.12.1935;4;Подвал;;
Георгий Адамович;Три пьесы;Рецензия на художественную книгу;Бабель И.Э.;Русская литература;Советская литература;;;;Мария;Последние новости;Париж;Газета;№5376;12.12.1935;2;Подвал;;
Георгий Адамович;Три пьесы;Рецензия на художественную книгу;Афиногенов А.Н.;Русская литература;Советская литература;;;;Далекое;Последние новости;Париж;Газета;№5376;12.12.1935;2;Подвал;;
Георгий Адамович;Три пьесы;Рецензия на художественную книгу;Корнейчук;Русская литература;Советская литература;;;;Платон Кречет;Последние новости;Париж;Газета;№5376;12.12.1935;2;Подвал;;
Словцов Р.;Летопись жизни Некрасова;Рецензия на исследование;Академия (Н.С.Ашукин);Русская литература;Советская литература;Русская литература;2/2 XIXв.;Некрасов Н.А.;Летопись жизни и творчества Н.А. Некрасова;Последние новости;Париж;Газета;№5376;12.12.1935;3;Подвал;;
Георгий Адамович;Приказ по литературе;Рецензия на статью;Степун Ф.А.;Русская литература;Эмигрантская литература;;;;Пореволюционное сознание и задачи эмигрантской литературы;Последние новости;Париж;Газета;№5383;19.12.1935;2;Подвал;;
Г.А.;К.Д. Бальмонт;Юбилейная статья;Бальмонт К.Д.;Русская литература;Эмигрантская литература;;;;;Последние новости;Париж;Газета;№5383;19.12.1935;3;Чердак;;
Вейдле В.;Гонкуровская премия;Рецензия на художественную книгу;Пере Ж.;Французская литература;XXв.;;;;Sang et lumières;Последние новости;Париж;Газета;№5383;19.12.1935;3;Чердак;;
Вейдле В.;О переводах;Обзорная статья;;Общее;Общее;;;;;Последние новости;Париж;Газета;№5384;20.12.1935;3;Подвал;;
Георгий Адамович;Есенин;Юбилейная статья;Есенин С.А.;Русская литература;Советская литература;;;;;Последние новости;Париж;Газета;№5390;26.12.1935;2;Подвал;;
Словцов Р.;Русский литератор за-границей;Рецензия на публикацию;Изд-во всесоюзной библиотеки им. В.И.Ленина;Русская литература;Советская литература;Русская литература;2/2 XIXв.;Елисеев Г.З.;;Последние новости;Париж;Газета;№5390;26.12.1935;3;Подвал;;
Г.А.;Поль Буржэ;Некролог;Бурже П.;Французская литература;XXв.;;;;;Последние новости;Париж;Газета;№5390;26.12.1935;3;Чердак;;
Вейдле В.;Антология зарубежной поэзии;Рецензия на издание;Адамович Г., Кантор М.;Русская литература;Эмигрантская литература;;;;Якорь. Антология зарубежной поэзии;Последние новости;Париж;Газета;№5390;26.12.1935;3;Чердак;;
